"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"535","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",53,970,7,3,730,3,59,4,4,3,14814,13514,3,19,3,3,0,32,3,3,5,1,1,3
"536","No","Travel_Rarely","Human Resources","Human Resources","Male","Manager","No","Divorced",41,427,10,4,731,2,73,2,5,4,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6
"537","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",60,1179,16,4,732,1,84,3,2,1,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2
"538","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Divorced",27,294,10,2,733,4,32,3,3,1,8793,4809,1,21,4,3,2,9,4,2,9,7,1,7
"539","No","Travel_Rarely","Human Resources","Human Resources","Male","Manager","No","Married",41,314,1,3,734,4,59,2,5,3,19189,19562,1,12,3,2,1,22,3,3,22,7,2,10
"540","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","No","Married",50,316,8,4,738,4,54,3,1,2,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2
"541","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",28,654,1,2,741,1,67,1,1,2,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7
"542","No","Non-Travel","Research & Development","Life Sciences","Female","Research Director","No","Married",36,427,8,3,742,1,63,4,3,1,11713,20335,9,14,3,1,1,10,2,3,8,7,0,5
"543","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Single",38,168,1,3,743,3,81,3,3,3,7861,15397,4,14,3,4,0,10,4,4,1,0,0,0
"544","No","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","No","Single",44,381,24,3,744,1,49,1,1,3,3708,2104,2,14,3,3,0,9,5,3,5,2,1,4
"545","No","Travel_Frequently","Sales","Medical","Female","Sales Executive","Yes","Divorced",47,217,3,3,746,4,49,3,4,3,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13
"546","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Divorced",30,501,27,5,747,3,99,3,2,4,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7
"547","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","No","Single",29,1396,10,3,749,3,99,3,1,3,2642,2755,1,11,3,3,0,1,6,3,1,0,0,0
"548","Yes","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Yes","Divorced",42,933,19,3,752,3,57,4,1,3,2759,20366,6,12,3,4,0,7,2,3,2,2,2,2
"549","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Married",43,775,15,3,754,4,47,2,2,4,6804,23683,3,18,3,3,1,7,5,3,2,2,2,2
"550","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Single",34,970,8,2,757,2,96,3,2,3,6142,7360,3,11,3,4,0,10,2,3,5,1,4,3
"551","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",23,650,9,1,758,2,37,3,1,1,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2
"552","No","Travel_Rarely","Human Resources","Human Resources","Female","Human Resources","No","Married",39,141,3,3,760,3,44,4,2,2,6389,18767,9,15,3,3,1,12,3,1,8,3,3,6
"553","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Married",56,832,9,3,762,3,81,3,4,4,11103,20420,7,11,3,3,0,30,1,2,10,7,1,1
"554","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Single",40,804,2,1,763,4,86,2,1,4,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3
"555","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Single",27,975,7,3,764,4,55,2,2,1,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7
"556","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","No","Divorced",29,1090,10,3,766,4,83,3,1,2,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2
"557","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",53,346,6,3,769,4,86,3,2,4,2450,10919,2,17,3,4,0,19,4,3,2,2,2,2
"558","No","Non-Travel","Research & Development","Life Sciences","Female","Healthcare Representative","No","Divorced",35,1225,2,4,771,4,61,3,2,1,5093,4761,2,11,3,1,1,16,2,4,1,0,0,0
"559","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",32,430,24,4,772,1,80,3,2,4,5309,21146,1,15,3,4,2,10,2,3,10,8,4,7
"560","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Married",38,268,2,5,773,4,92,3,1,3,3057,20471,6,13,3,2,1,6,0,1,1,0,0,1
"561","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","No","Divorced",34,167,8,5,775,2,32,3,2,1,5121,4187,3,14,3,3,1,7,3,3,0,0,0,0
"562","No","Travel_Rarely","Sales","Marketing","Male","Manager","No","Married",52,621,3,4,776,3,31,2,4,1,16856,10084,1,11,3,1,0,34,3,4,34,6,1,16
"563","Yes","Travel_Rarely","Research & Development","Other","Male","Research Scientist","Yes","Single",33,527,1,4,780,4,63,3,1,4,2686,5207,1,13,3,3,0,10,2,2,10,9,7,8
"564","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","No","Single",25,883,26,1,781,3,32,3,2,4,6180,22807,1,23,4,2,0,6,5,2,6,5,1,4
"565","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Representative","No","Single",45,954,2,2,783,2,46,1,2,3,6632,12388,0,13,3,1,0,9,3,3,8,7,3,1
"566","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",23,310,10,1,784,1,79,4,1,3,3505,19630,1,18,3,4,0,2,3,3,2,2,0,2
"567","Yes","Travel_Frequently","Sales","Life Sciences","Female","Sales Executive","Yes","Single",47,719,27,2,785,2,77,4,2,3,6397,10339,4,12,3,4,0,8,2,3,5,4,1,3
"568","No","Travel_Rarely","Sales","Other","Male","Sales Executive","No","Single",34,304,2,3,786,4,60,3,2,4,6274,18686,1,22,4,3,0,6,5,3,6,5,1,4
"569","Yes","Travel_Rarely","Research & Development","Medical","Male","Manager","Yes","Married",55,725,2,3,787,4,78,3,5,1,19859,21199,5,13,3,4,1,24,2,3,5,2,1,4
"570","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","No","Single",36,1434,8,4,789,1,76,2,3,1,7587,14229,1,15,3,2,0,10,1,3,10,7,0,9
"571","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","No","Married",52,715,19,4,791,4,41,3,1,4,4258,26589,0,18,3,1,1,5,3,3,4,3,1,2
"572","No","Travel_Frequently","Research & Development","Life Sciences","Female","Laboratory Technician","No","Divorced",26,575,1,2,792,1,71,1,1,4,4364,5288,3,14,3,1,1,5,2,3,2,2,2,0
"573","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Married",29,657,27,3,793,2,66,3,2,3,4335,25549,4,12,3,1,1,11,3,2,8,7,1,1
"574","Yes","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","No","Single",26,1146,8,3,796,4,38,2,2,1,5326,3064,6,17,3,3,0,6,2,2,4,3,1,2
"575","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Single",34,182,1,4,797,2,72,4,1,4,3280,13551,2,16,3,3,0,10,2,3,4,2,1,3
"576","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Yes","Divorced",54,376,19,4,799,4,95,3,2,1,5485,22670,9,11,3,2,2,9,4,3,5,3,1,4
"577","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","No","Married",27,829,8,1,800,3,84,3,2,4,4342,24008,0,19,3,2,1,5,3,3,4,2,1,1
"578","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Divorced",37,571,10,1,802,4,82,3,1,1,2782,19905,0,13,3,2,2,6,3,2,5,3,4,3
"579","No","Travel_Frequently","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Single",38,240,2,4,803,1,75,4,2,1,5980,26085,6,12,3,4,0,17,2,3,15,7,4,12
"580","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",34,121,2,4,804,3,86,2,1,1,4381,7530,1,11,3,3,0,6,3,3,6,5,1,3
"581","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Representative","No","Married",35,384,8,4,805,1,72,3,1,4,2572,20317,1,16,3,2,1,3,1,2,3,2,0,2
"582","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",30,921,1,3,806,4,38,1,1,3,3833,24375,3,21,4,3,2,7,2,3,2,2,0,2
"583","No","Travel_Frequently","Research & Development","Medical","Female","Healthcare Representative","No","Married",40,791,2,2,807,3,38,4,2,2,4244,9931,1,24,4,4,1,8,2,3,8,7,3,7
"584","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",34,1111,8,2,808,3,93,3,2,1,6500,13305,5,17,3,2,1,6,1,3,3,2,1,2
"585","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manager","No","Divorced",42,570,8,3,809,2,66,3,5,4,18430,16225,1,13,3,2,1,24,4,2,24,7,14,9
"586","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Married",23,1243,6,3,811,3,63,4,1,1,1601,3445,1,21,4,3,2,1,2,3,0,0,0,0
"587","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",24,1092,9,3,812,3,60,2,1,2,2694,26551,1,11,3,3,3,1,4,3,1,0,0,0
"588","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Married",52,1325,11,4,813,4,82,3,2,3,3149,21821,8,20,4,2,1,9,3,3,5,2,1,4
"589","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Married",50,691,2,3,815,3,64,3,4,3,17639,6881,5,16,3,4,0,30,3,3,4,3,0,3
"590","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Yes","Married",29,805,1,2,816,2,36,2,1,1,2319,6689,1,11,3,4,1,1,1,3,1,0,0,0
"591","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Married",33,213,7,3,817,3,49,3,3,3,11691,25995,0,11,3,4,0,14,3,4,13,9,3,7
"592","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Single",33,118,16,3,819,1,69,3,2,1,5324,26507,5,15,3,3,0,6,3,3,3,2,0,2
"593","No","Travel_Rarely","Research & Development","Other","Female","Manager","Yes","Married",47,202,2,2,820,3,33,3,4,4,16752,12982,1,11,3,3,1,26,3,2,26,14,3,0
"594","No","Travel_Rarely","Research & Development","Other","Female","Manufacturing Director","No","Married",36,676,1,3,823,3,35,3,2,2,5228,23361,0,15,3,1,1,10,2,3,9,7,0,5
"595","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",29,1252,23,2,824,3,81,4,1,3,2700,23779,1,24,4,3,1,10,3,3,10,7,0,7
"596","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","Yes","Single",58,286,2,4,825,4,31,3,5,2,19246,25761,7,12,3,4,0,40,2,3,31,15,13,8
"597","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Single",35,1258,1,4,826,4,40,4,1,3,2506,13301,3,13,3,3,0,7,0,3,2,2,2,2
"598","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Married",42,932,1,2,827,4,43,2,2,4,6062,4051,9,13,3,4,1,8,4,3,4,3,0,2
"599","Yes","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",28,890,2,4,828,3,46,3,1,3,4382,16374,6,17,3,4,0,5,3,2,2,2,2,1
"600","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",36,1041,13,3,829,3,36,3,1,2,2143,25527,4,13,3,2,1,8,2,3,5,2,0,4
"601","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","No","Married",32,859,4,3,830,3,98,2,2,3,6162,19124,1,12,3,3,1,14,3,3,14,13,6,8
"602","No","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Single",40,720,16,4,832,1,51,2,2,3,5094,11983,6,14,3,4,0,10,6,3,1,0,0,0
"603","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Yes","Single",30,946,2,3,833,3,52,2,2,4,6877,20234,5,24,4,2,0,12,4,2,0,0,0,0
"604","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Single",45,252,2,3,834,2,95,2,1,3,2274,6153,1,14,3,4,0,1,3,3,1,0,0,0
"605","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",42,933,29,3,836,2,98,3,2,2,4434,11806,1,13,3,4,1,10,3,2,9,8,7,8
"606","No","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",38,471,12,3,837,1,45,2,2,1,6288,4284,2,15,3,3,1,13,3,2,4,3,1,2
"607","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","No","Single",34,702,16,4,838,3,100,2,1,4,2553,8306,1,16,3,3,0,6,3,3,5,2,1,3
"608","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",49,1184,11,3,840,3,43,3,3,4,7654,5860,1,18,3,1,2,9,3,4,9,8,7,7
"609","Yes","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Single",55,436,2,1,842,3,37,3,2,4,5160,21519,4,16,3,3,0,12,3,2,9,7,7,3
"610","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",43,589,14,2,843,2,94,3,4,1,17159,5200,6,24,4,3,1,22,3,3,4,1,1,0
"611","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Director","Yes","Divorced",27,269,5,1,844,3,42,2,3,4,12808,8842,1,16,3,2,1,9,3,3,9,8,0,8
"612","No","Travel_Rarely","Research & Development","Other","Male","Manufacturing Director","No","Single",35,950,7,3,845,3,59,3,3,3,10221,18869,3,21,4,2,0,17,3,4,8,5,1,6
"613","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Married",28,760,2,4,846,2,81,3,2,2,4779,3698,1,20,4,1,0,8,2,3,8,7,7,5
"614","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",34,829,3,2,847,3,88,3,1,4,3737,2243,0,19,3,3,1,4,1,1,3,2,0,2
"615","Yes","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","Yes","Married",26,887,5,2,848,3,88,2,1,3,2366,20898,1,14,3,1,1,8,2,3,8,7,1,7
"616","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","No","Married",27,443,3,3,850,4,50,3,1,4,1706,16571,1,11,3,3,3,0,6,2,0,0,0,0
"617","No","Travel_Rarely","Sales","Marketing","Female","Manager","No","Married",51,1318,26,4,851,1,66,3,4,3,16307,5594,2,14,3,3,1,29,2,2,20,6,4,17
"618","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Single",44,625,4,3,852,4,50,3,2,2,5933,5197,9,12,3,4,0,10,2,2,5,2,2,3
"619","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",25,180,2,1,854,1,65,4,1,1,3424,21632,7,13,3,3,0,6,3,2,4,3,0,1
"620","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Divorced",33,586,1,3,855,1,48,4,2,1,4037,21816,1,22,4,1,1,9,5,3,9,8,0,8
"621","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",35,1343,27,1,856,3,53,2,1,1,2559,17852,1,11,3,4,0,6,3,2,6,5,1,1
"622","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Married",36,928,1,2,857,2,56,3,2,4,6201,2823,1,14,3,4,1,18,1,2,18,14,4,11
"623","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Divorced",32,117,13,4,859,2,73,3,2,4,4403,9250,2,11,3,3,1,8,3,2,5,2,0,3
"624","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",30,1012,5,4,861,2,75,2,1,4,3761,2373,9,12,3,2,1,10,3,2,5,4,0,3
"625","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Married",53,661,7,2,862,1,78,2,3,4,10934,20715,7,18,3,4,1,35,3,3,5,2,0,4
"626","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",45,930,9,3,864,4,74,3,3,1,10761,19239,4,12,3,3,1,18,2,3,5,4,0,2
"627","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",32,638,8,2,865,3,91,4,2,3,5175,22162,5,12,3,3,1,9,3,2,5,3,1,3
"628","No","Travel_Frequently","Research & Development","Medical","Female","Manufacturing Director","No","Married",52,890,25,4,867,3,81,2,4,4,13826,19028,3,22,4,3,0,31,3,3,9,8,0,0
"629","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Divorced",37,342,16,4,868,4,66,2,2,3,6334,24558,4,19,3,4,2,9,2,3,1,0,0,0
"630","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","No","Divorced",28,1169,8,2,869,2,63,2,1,4,4936,23965,1,13,3,4,1,6,6,3,5,1,0,4
"631","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",22,1230,1,2,872,4,33,2,2,4,4775,19146,6,22,4,1,2,4,2,1,2,2,2,2
"632","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Married",44,986,8,4,874,1,62,4,1,4,2818,5044,2,24,4,3,1,10,2,2,3,2,0,2
"633","No","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Yes","Single",42,1271,2,1,875,2,35,3,1,4,2515,9068,5,14,3,4,0,8,2,3,2,1,2,2
"634","No","Travel_Rarely","Human Resources","Life Sciences","Male","Human Resources","No","Married",36,1278,8,3,878,1,77,2,1,1,2342,8635,0,21,4,3,0,6,3,3,5,4,0,3
"635","No","Travel_Rarely","Sales","Other","Male","Sales Executive","Yes","Married",25,141,3,1,879,3,98,3,2,1,4194,14363,1,18,3,4,0,5,3,3,5,3,0,3
"636","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Yes","Married",35,607,9,3,880,4,66,2,3,3,10685,23457,1,20,4,2,1,17,2,3,17,14,5,15
"637","Yes","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","Yes","Divorced",35,130,25,4,881,4,96,3,1,2,2022,16612,1,19,3,1,1,10,3,2,10,2,7,8
"638","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",32,300,1,3,882,4,61,3,1,4,2314,9148,0,12,3,2,1,4,2,3,3,0,0,2
"639","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",25,583,4,1,885,3,87,2,2,1,4256,18154,1,12,3,1,0,5,1,4,5,2,0,3
"640","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","No","Married",49,1418,1,3,887,3,36,3,1,1,3580,10554,2,16,3,2,1,7,2,3,4,2,0,2
"641","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",24,1269,4,1,888,1,46,2,1,4,3162,10778,0,17,3,4,0,6,2,2,5,2,3,4
"642","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Married",32,379,5,2,889,2,48,3,2,2,6524,8891,1,14,3,4,1,10,3,3,10,8,5,3
"643","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","No","Married",38,395,9,3,893,2,98,2,1,2,2899,12102,0,19,3,4,1,3,3,3,2,2,1,2
"644","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Yes","Married",42,1265,3,3,894,3,95,4,2,4,5231,23726,2,13,3,2,1,17,1,2,5,3,1,3
"645","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",31,1222,11,4,895,4,48,3,1,4,2356,14871,3,19,3,2,1,8,2,3,6,4,0,2
"646","Yes","Travel_Rarely","Sales","Medical","Female","Sales Representative","Yes","Divorced",29,341,1,3,896,2,48,2,1,3,2800,23522,6,19,3,3,3,5,3,3,3,2,0,2
"647","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",53,868,8,3,897,1,73,3,4,4,11836,22789,5,14,3,3,1,28,3,3,2,0,2,2
"648","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","No","Married",35,672,25,3,899,4,78,2,3,2,10903,9129,3,16,3,1,0,16,2,3,13,10,4,8
"649","No","Travel_Frequently","Sales","Medical","Female","Sales Representative","No","Married",37,1231,21,2,900,3,54,3,1,4,2973,21222,5,15,3,2,1,10,3,3,5,4,0,0
"650","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","No","Single",53,102,23,4,901,4,72,3,4,4,14275,20206,6,18,3,3,0,33,0,3,12,9,3,8
"651","No","Travel_Frequently","Research & Development","Life Sciences","Female","Healthcare Representative","No","Married",43,422,1,3,902,4,33,3,2,4,5562,21782,4,13,3,2,1,12,2,2,5,2,2,2
"652","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Married",47,249,2,2,903,3,35,3,2,4,4537,17783,0,22,4,1,1,8,2,3,7,6,7,7
"653","No","Non-Travel","Sales","Medical","Male","Sales Executive","Yes","Single",37,1252,19,2,904,1,32,3,3,2,7642,4814,1,13,3,4,0,10,2,3,10,0,0,9
